Company,Sector,NSE_Symbol,CMP_BHAV,MCap_INR_crs,EPS_FY0,EPS_FY1,EPS_FY2,EPS_FY3,Revenue_FY0,Revenue_FY1,Revenue_FY2,Revenue_FY3,BVPS_FY0,BVPS_FY1,BVPS_FY2,BVPS_FY3,PAT_FY0,PAT_FY1,PAT_FY2,PAT_FY3,PE_FY0,PB_FY0,PS_FY0,PE_FY1,PB_FY1,PS_FY1,PE_FY2,PB_FY2,PS_FY2,PE_FY3,PB_FY3,PS_FY3,PE_Avg3,PB_Avg3,PS_Avg3
JAI BALAJI INDUSTRIES,METALS,JAIBALAJI,61.75,9355.13,6.18,7.4,10.6,,6350.8,6890.0,9240.0,,23.29,30.3,,40.4,557.8801000000001,640,910,n.a.,9.99,2.65,1.47,8.34,2.04,1.36,5.83,,1.01,,1.53,,7.09,1.78,1.19
NMDC STEEL,METALS,NSLNISP,40.11,11455.74,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
GODAWARI POWER AND ISPAT,METALS,GPIL,235.55,16268.51,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
SARDA ENERGY & MINERALS,METALS,SARDAEN,510.45,20924.39,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
NAVA BHARAT VENTURES,METALS,NAVA,577.65,19019.1,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
GALLANTT ISPAT,METALS,GALLANTT,520.95,14923.23,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
NAVA LIMITED,METALS,NAVA,577.65,19019.1,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
MAITHAN ALLOYS,METALS,MAITHANALL,939.85,3146.08,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
INDIAN MTLS.& FEALY.,METALS,IMFA,1414.9,4629.8,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
PRAKASH INDUSTRIES,METALS,PRAKASH,131.81,2912.59,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
MAN INDUSTRIES (INDIA),METALS,MANINDS,408.1,2958.75,22.78,25.7,27.7,37.9,3505.35,3738.2,4457.0,5276.6,248.28,282.8,350.8,316.0,153.17000000000002,186.7,201.1,275,17.91,1.64,0.84,15.88,1.44,0.79,14.73,1.16,0.66,10.77,1.29,0.56,13.79,1.3,0.67
Average - Ferrous,NAN,NAN,,760423.25,,,,,564603.32,619912.18,683317.43,699360.25,,,,,16389.4801,37154.238,49368.995,52537.799999999996,,,1.35,,,1.23,,,1.11,,,1.09,,,1.14
Median - Ferrous,NAN,NAN,,760423.25,,,,,564603.32,619912.18,683317.43,699360.25,,,,,16389.4801,37154.238,49368.995,52537.799999999996,,,1.35,,,1.23,,,1.11,,,1.09,,,1.14
NON-FERROUS,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO INDUSTRIES,METALS,HINDALCO,852.0,160139.8,75.86,67.0,70.26,75.29,238496.0,245751.9,256175.0,272651.3,553.07,611.03,754.46,671.54,16880,14856.88,15571.929999999998,16808.28,11.23,1.54,0.67,12.72,1.39,0.65,12.13,1.13,0.63,11.32,1.27,0.59,12.05,1.26,0.62
HINDUSTAN ZINC,METALS,HINDZINC,588.75,183674.5,24.7,26.56,28.77,28.6,34083.0,35584.23,37655.01,38954.3,31.54,42.07,52.2,53.43,10436,11373.48,12342.75,12082.17,23.84,18.67,5.39,22.17,14.0,5.16,20.47,11.28,4.88,20.59,11.02,4.72,21.07,12.1,4.92
VEDANTA,METALS,VEDL,581.6,175863.4,32.01,41.75,48.96,54.21,152968.0,160019.7,173371.2,182094.6,116.35,119.59,153.6,139.13,12388,17356.89,19951.54,22014.11,18.17,5.0,1.15,13.93,4.86,1.1,11.88,3.79,1.01,10.73,4.18,0.97,12.18,4.28,1.03
HINDUSTAN COPPER,METALS,HINDCOPPER,387.55,22838.2,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
NATIONAL ALUMINIUM,METALS,NATIONALUM,278.5,34971.3,28.99,19.94,21.61,25.07,16787.63,15386.05,16615.71,18844.6,98.26,111.62,140.33,126.57,5324.67,3738.814,3998.757,4612.267,9.61,2.83,2.08,13.97,2.5,2.27,12.89,1.98,2.1,11.11,2.2,1.86,12.65,2.23,2.08
Average - Non-Ferrous,NAN,NAN,,577487.2,,,,,442334.63,456741.88,483816.92,512544.8,,,,,45028.67,47326.064,51864.977,55516.827,,,1.31,,,1.26,,,1.19,,,1.13,,,1.19
Median - Non-Ferrous,NAN,NAN,,577487.2,,,,,442334.63,456741.88,483816.92,512544.8,,,,,45028.67,47326.064,51864.977,55516.827,,,1.31,,,1.26,,,1.19,,,1.13,,,1.19
MINING,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COAL INDIA,METALS,COALINDIA,385.6,234183.6,57.37,55.86,57.86,60.1,143368.9,145452.5,153957.6,164902.8,160.81,190.42,255.69,221.62,35358.159999999996,34534.94,35799.770000000004,37327.270000000004,6.72,2.4,1.63,6.9,2.02,1.61,6.66,1.51,1.52,6.42,1.74,1.42,6.66,1.76,1.52
NMDC,METALS,NMDC,76.3,62140.56,7.61,8.37,8.88,9.18,23668.32,26374.11,28442.56,28850.0,33.64,38.92,50.94,44.71,6692.6,7492.363,8004.231,8198.925,10.03,2.27,2.63,9.11,1.96,2.36,8.59,1.5,2.18,8.31,1.71,2.15,8.67,1.72,2.23
LLOYDS METALS AND ENERGY,METALS,LLOYDSME,1300.9,70591.38,26.12,83.25,104.45,112.1,6721.4,15707.65,18228.1,20786.1,122.36,252.3,,361.6,1449.9299999999998,4664.05,5848.1,6278.9,49.8,10.63,10.5,15.63,5.16,4.49,12.45,,3.87,11.6,3.6,3.4,13.23,4.38,3.92
KIOCL,METALS,KIOCL,335.85,25707.86,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
GUJARAT MINERAL DEVELOPMENT CORPORATION,METALS,GMDCLTD,516.75,13403.69,21.63,22.3,25.9,,2850.84,2994.2,3865.6,,,,,,687.8602,709.3,822.8,n.a.,23.89,,4.7,23.17,,4.48,19.95,,3.47,,,,21.56,,3.97
SANDUR MANGANESE & IRON ORES,METALS,SANDUMA,216.91,7228.38,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
MOIL,METALS,MOIL,322.9,6719.08,18.76,22.5,31.9,42.6,1584.94,1923.67,2407.57,2787.35,129.64,144.87,202.8,167.63,381.63710000000003,458.56679999999994,648.2,866.55,17.21,2.49,4.24,14.35,2.23,3.49,10.12,1.59,2.79,7.58,1.93,2.41,10.68,1.92,2.9
Average - Mining,NAN,NAN,,419974.55,,,,,178194.4,192452.13,206901.43,217326.25,,,,,44570.1873,47859.219800000006,51123.101,52671.64500000001,,,2.36,,,2.18,,,2.03,,,1.93,,,2.05
Median - Mining,NAN,NAN,,419974.55,,,,,178194.4,192452.13,206901.43,217326.25,,,,,44570.1873,47859.219800000006,51123.101,52671.64500000001,,,2.36,,,2.18,,,2.03,,,1.93,,,2.05
METAL PROCESSOR,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDAL STAINLESS - HISSAR,METALS,JSL,802.2,65601.93,30.5,37.25,45.87,51.92,39603.06,45541.48,51174.34,55802.9,202.61,238.44,343.3,281.22,2512.2599999999998,3069.027,3772.209,4262.463,26.3,3.96,1.66,21.54,3.36,1.44,17.49,2.34,1.28,15.45,2.85,1.18,18.16,2.85,1.3
APL APOLLO TUBES,METALS,APLAPOLLO,1820.1,45676.67,27.28,40.63,53.5,63.93,20689.54,23634.79,28250.24,32686.08,151.65,184.28,285.9,230.94,757.0602,1128.989,1482.019,1775.1330000000003,66.72,12.0,2.21,44.8,9.88,1.93,34.02,6.37,1.62,28.47,7.88,1.4,35.76,8.04,1.65
RATNAMANI METALS & TUBES,METALS,RATNAMANI,2297.1,17166.93,77.25,88.87,108.87,150.5,5186.47,5604.3,6599.37,8200.8,523.31,595.85,856.9,692.15,543.9773,637,784.8,1054.9,29.74,4.39,3.31,25.85,3.86,3.06,21.1,2.68,2.6,15.26,3.32,2.09,20.74,3.28,2.59
WELSPUN,METALS,WELCORP,777.5,23374.29,54.76,56.77,62.45,77.5,13977.54,17380.6,21139.45,27124.0,290.77,335.3,469.7,392.45,1442.46,1132.833,1641.15,2032.4,14.2,2.67,1.67,13.7,2.32,1.34,12.45,1.66,1.11,10.03,1.98,0.86,12.06,1.99,1.1
JINDAL SAW,METALS,JINDALSAW,160.92,13081.0,27.22,26.33,34.17,,20828.89,20571.1,22204.77,,179.12,202.0,,230.6,1738.3700000000001,1692.8,1951.2669999999998,n.a.,5.91,0.9,0.63,6.11,0.8,0.64,4.71,,0.59,,0.7,,5.41,0.75,0.61
MAHARASHTRA SEAMLESS,METALS,MAHSEAMLES,554.85,8914.96,58.02,58.2,65.6,,5268.67,5426.1,5931.6,,,,,,777.4602,779.6,878.8,n.a.,9.56,,1.69,9.53,,1.64,8.46,,1.5,,,,9.0,,1.57
USHA MARTIN,METALS,USHAMART,452.1,11819.64,13.37,17.0,21.7,,3474.16,3888.2,4478.8,,,,,,407.39,498.8,642,n.a.,33.81,,3.4,26.59,,3.04,20.83,,2.64,,,,23.71,,2.84
SURYA ROSHNI,METALS,SURYAROSNI,267.1,6336.34,16.01,21.4,26.8,,7435.22,8848.6,10100.3,,113.31,132.0,,156.0,348.4,463.6,578.9,n.a.,16.68,2.36,0.85,12.48,2.02,0.72,9.97,,0.63,,1.71,,11.22,1.87,0.67
MISHRA DHATU NIGAM,METALS,MIDHANI,297.25,7306.26,5.92,8.7,11.55,,1074.1,1272.95,1508.35,,75.53,82.8,,91.4,110.8374,163,215.45,n.a.,50.21,3.94,6.8,34.17,3.59,5.74,25.74,,4.84,,3.25,,29.95,3.42,5.29
GRAVITA INDIA,METALS,GRAVITA,1811.2,12675.21,45.11,55.3,66.31,75.28,3868.77,4692.43,5932.59,7119.78,284.3,331.45,445.75,392.7,312.39,407.95709999999997,489.4715,555.8,40.15,6.37,3.28,32.75,5.46,2.7,27.31,4.06,2.14,24.06,4.61,1.78,28.04,4.71,2.21
ELECTROSTEEL CASTINGS,METALS,ELECTCAST,73.45,6315.37,11.48,6.2,9.1,,7319.97,6047.1,6768.1,,,,,,709.5578,400.3,584,n.a.,6.4,,0.86,11.85,,1.04,8.07,,0.93,,,,9.96,,0.99
MSTC,METALS,MSTCLTD,468.4,3126.46,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
JTL INDUSTRIES,METALS,JTLIND,60.64,2958.72,2.3,3.1,4.57,6.65,1916.31,2589.73,3498.77,4667.25,30.99,38.85,,43.85,98.8183,131.4667,192.9333,276.9,26.37,1.96,1.54,19.56,1.56,1.14,13.28,,0.85,9.12,1.38,0.63,13.99,1.47,0.87
SUNFLAG IRON AND STEEL COMPANY,METALS,SUNFLAG,261.1,5141.66,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
PENNAR INDUSTRIES,METALS,PENIND,195.51,3404.15,8.84,12.1,16.1,,3226.58,3711.1,4322.4,,73.99,83.4,,96.7,119.27000000000001,163.6,217.8,n.a.,22.12,2.64,1.06,16.16,2.34,0.92,12.14,,0.79,,2.02,,14.15,2.18,0.85
VENUS PIPES & TUBES,METALS,VENUSPIPES,1196.0,2646.96,45.45,60.75,83.82,101.6,958.53,1269.1,1556.62,1816.75,260.13,313.4,,397.9,92.889,108.16669999999999,172.3333,207.5667,26.31,4.6,2.76,19.69,3.82,2.09,14.27,,1.7,11.77,3.01,1.46,15.24,3.41,1.75
Average - Metal Processor,NAN,NAN,,235546.58,,,,,134827.81,150477.58,173465.69,137417.56,,,,,9971.140200000002,10777.1395,13603.1331,10165.162699999997,,,1.75,,,1.57,,,1.36,,,1.71,,,1.55
Median - Metal Processor,NAN,NAN,,235546.58,,,,,134827.81,150477.58,173465.69,137417.56,,,,,9971.140200000002,10777.1395,13603.1331,10165.162699999997,,,1.75,,,1.57,,,1.36,,,1.71,,,1.55
Average - Metals,NAN,NAN,,1993431.57,,,,,1319960.16,1419583.77,1547501.47,1566648.85,,,,,115959.47759999998,143116.66129999998,165960.2061,170891.43469999998,,,1.51,,,1.4,,,1.29,,,1.27,,,1.32
Median - Metals,NAN,NAN,,1993431.57,,,,,1319960.16,1419583.77,1547501.47,1566648.85,,,,,115959.47759999998,143116.66129999998,165960.2061,170891.43469999998,,,1.51,,,1.4,,,1.29,,,1.27,,,1.32
DIVERSIFIED,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE INDUSTRIES,DIVERSIFIED,RELIANCE,1565.1,1911597.0,51.47,61.62,68.61,77.9,964693.0,1000329.0,1084154.0,1171621.0,401.32,708.64,837.09,766.79,69648,84859.55,93609,106282.1,30.41,3.9,1.98,25.4,2.21,1.91,22.81,1.87,1.76,20.09,2.04,1.63,22.77,2.04,1.77
ADANI ENTERPRISES,DIVERSIFIED,ADANIENT,2239.0,265796.2,26.9,45.12,65.74,70.1,97894.75,104761.0,148058.7,163779.7,,,,,3153.27,6171.8,8063.05,n.a.,83.23,,2.72,49.62,,2.54,34.06,,1.8,31.94,,1.62,38.54,,1.99
DCM SHRIRAM CONSOLIDATED,DIVERSIFIED,DCMSHRIRAM,1212.5,19214.21,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
SWAN ENERGY,DIVERSIFIED,SWANENERGY,,15081.98,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
Average - Diversified,NAN,NAN,,2211689.39,,,,,1062587.75,1105090.0,1232212.7,1335400.7,,,,,72801.27,91031.35,101672.05,106282.1,,,2.08,,,2.0,,,1.79,,,1.66,,,1.82
Median - Diversified,NAN,NAN,,2211689.39,,,,,1062587.75,1105090.0,1232212.7,1335400.7,,,,,72801.27,91031.35,101672.05,106282.1,,,2.08,,,2.0,,,1.79,,,1.66,,,1.82
TELECOM,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTI AIRTEL,TELECOM,BHARTIARTL,2097.7,1100121.0,43.87,49.19,70.07,87.83,172985.2,206981.7,234185.3,258851.1,199.5,229.02,324.55,275.0,26269.3,28797.2,39972.18,49452.909999999996,47.82,10.51,6.36,42.65,9.16,5.32,29.94,6.46,4.7,23.88,7.63,4.25,32.16,7.75,4.75
BHARTI HEXACOM,TELECOM,BHARTIHEXA,1793.4,92979.98,25.62,38.04,54.46,71.17,8547.9,9757.46,11324.12,12872.49,118.64,139.68,218.14,169.81,1281,2025.485,2887.584,3772.035,70.0,15.12,10.88,47.15,12.84,9.53,32.93,8.22,8.21,25.2,10.56,7.22,35.09,10.54,8.32
VODAFONE IDEA,TELECOM,IDEA,11.96,80173.79,-4.01,-2.55,-2.1,-1.6,43571.3,46814.0,53385.89,58724.79,-9.85,-9.75,-7.84,-10.86,-27383.4,-24701.760000000002,-20171.8,-17093.61,-2.98,-1.21,1.84,-4.69,-1.23,1.71,-5.69,-1.53,1.5,-7.47,-1.1,1.37,-5.95,-1.28,1.53
INDUS TOWERS,TELECOM,INDUSTOWER,414.05,93556.31,37.31,27.08,29.82,31.6,30122.8,32913.36,34956.27,36300.73,123.23,140.34,157.46,148.8,9931.7,7255.138000000001,8036.1,8684.363000000001,11.1,3.36,3.11,15.29,2.95,2.84,13.88,2.63,2.68,13.1,2.78,2.58,14.09,2.79,2.7
TATA COMMUNICATIONS,TELECOM,TATACOMM,1824.7,45451.8,29.23,54.38,74.85,88.15,23108.59,24892.58,27342.39,29602.98,106.01,125.97,231.08,182.78,833.6897999999999,1629.694,2206.547,2436.962,62.43,17.21,1.97,33.55,14.49,1.83,24.38,7.9,1.66,20.7,9.98,1.54,26.21,10.79,1.67
ITI,TELECOM,ITI,313.8,28316.88,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
TATA TLSVS.MAHARASTRA,TELECOM,TTML,49.87,11365.94,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
TEJAS NETWORKS,TELECOM,TEJASNET,449.2,10720.33,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
HFCL,TELECOM,HFCL,64.12,10705.96,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
RAILTEL OF INDIA,TELECOM,RAILTEL,333.3,11333.93,8.66,11.45,13.35,16.2,3477.5,4250.4,5005.45,6157.4,62.3,70.0,,78.9,278.09000000000003,366.55,427.65,518.2,38.49,5.35,3.26,29.11,4.76,2.67,24.97,,2.26,20.57,4.22,1.84,24.88,4.49,2.26
BLACK BOX,TELECOM,BBOX,515.85,8121.15,15.99,14.95,21.3,27.9,5966.91,6652.55,7721.4,9269.2,,60.3,109.5,81.7,n.a.,258.95,369.45,473.3,32.26,,1.36,34.51,8.55,1.22,24.22,4.71,1.05,18.49,6.31,0.88,25.74,6.53,1.05
GTL INFRASTRUCTURE,TELECOM,GTLINFRA,1.19,1934.18,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
ROUTE MOBILE,TELECOM,ROUTE,719.9,5508.5,53.62,47.98,58.98,66.35,4575.62,4561.42,5050.02,5555.28,386.05,420.55,506.0,461.25,337.3,302.9,371.075,417.575,13.43,1.86,1.2,15.01,1.71,1.21,12.21,1.42,1.09,10.85,1.56,0.99,12.69,1.57,1.1
STERLITE TECHNOLOGIES,TELECOM,STLTECH,99.75,6296.56,-2.54,2.84,6.46,9.53,3996.0,4625.11,5503.51,6244.3,,42.59,51.9,46.32,-123,138.9149,314.40479999999997,462.97380000000004,-39.27,,1.58,35.14,2.34,1.36,15.44,1.92,1.14,10.46,2.15,1.01,20.35,2.14,1.17
MAHANAGAR TEL.NIGAM,TELECOM,MTNL,36.05,2869.65,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
Average - Telecom,NAN,NAN,,1509455.96,,,,,296351.82,341448.59,384474.36,423578.26,,,,,11424.679799999998,16073.071899999999,34413.1908,49124.708799999986,,,5.09,,,4.42,,,3.93,,,3.56,,,3.97
Median - Telecom,NAN,NAN,,1509455.96,,,,,296351.82,341448.59,384474.36,423578.26,,,,,11424.679799999998,16073.071899999999,34413.1908,49124.708799999986,,,5.09,,,4.42,,,3.93,,,3.56,,,3.97
CAPITAL GOODS,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL GOODS ELECTRIC EQUIPMENT,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,CAPITAL GOODS,SIEMENS,3111.6,112697.8,76.33,52.39,61.09,72.27,22239.7,17031.04,19548.26,22624.02,431.22,441.78,553.82,493.21,2716.6,1870.4830000000002,2194.826,2591.7799999999997,40.77,7.22,5.07,59.4,7.04,6.62,50.94,5.62,5.77,43.06,6.31,4.98,51.13,6.32,5.79
Siemens Energy India Limited,CAPITAL GOODS,ENRIN,2747.0,120464.8,,,,,,9320.65,12268.42,10768.6,,,,,n.a.,1443.665,1994.527,1566.4,,,,,,12.92,,,9.82,,,11.19,,,11.31
ABB INDIA,CAPITAL GOODS,ABB,5177.0,108083.8,88.32,85.12,98.53,113.26,12188.31,13251.03,15058.59,16917.88,333.9,385.67,474.47,448.62,1871.64,1794.173,2092.7200000000003,2402.243,58.62,15.5,8.87,60.82,13.42,8.16,52.54,10.91,7.18,45.71,11.54,6.39,53.03,11.96,7.24
CG POWER AND INDUSTRIAL SOLUTIONS,CAPITAL GOODS,CGPOWER,671.6,106632.1,6.37,8.65,11.24,13.46,9908.66,12897.29,16027.5,19586.59,25.15,47.29,66.27,56.29,974.6,1346.294,1752.3110000000001,2094.352,105.43,26.7,10.76,77.66,14.2,8.27,59.73,10.13,6.65,49.91,11.93,5.44,62.44,12.09,6.79
BHARAT HEAVY ELS.,CAPITAL GOODS,BHEL,275.75,75390.12,1.47,5.2,9.31,13.35,28339.48,36659.24,46427.23,57818.18,72.12,76.46,96.4,84.26,512.9698999999999,1836.7069999999999,3292.042,4656.648,187.59,3.82,2.66,53.06,3.61,2.06,29.61,2.86,1.62,20.66,3.27,1.3,34.44,3.25,1.66
CUMMINS INDIA,CAPITAL GOODS,CUMMINSIND,4410.4,107567.4,68.75,80.64,92.17,107.33,10166.21,11987.52,13838.3,15960.23,253.18,301.2,400.62,352.14,1905.78,2225.3869999999997,2257.929,2951.264,64.15,17.42,10.58,54.69,14.64,8.97,47.85,11.01,7.77,41.09,12.52,6.74,47.88,12.73,7.83
APAR INDUSTRIES,CAPITAL GOODS,APARINDS,8757.5,32518.25,204.47,237.1,289.15,350.46,18581.21,21745.54,25296.87,29627.14,1121.17,1295.95,1762.22,1508.19,821.3,951.9664,1161.4180000000001,1407.475,42.83,7.81,1.75,36.94,6.76,1.5,30.29,4.97,1.29,24.99,5.81,1.1,30.74,5.84,1.29
HITACHI ENERGY INDIA,CAPITAL GOODS,POWERINDIA,18555.0,86693.18,90.36,172.95,288.57,392.31,6384.93,8807.41,12819.33,16059.94,945.45,1113.76,1708.74,1362.14,383.98,740.4625,1243.175,1749.5430000000001,205.35,19.63,13.58,107.28,16.66,9.84,64.3,10.86,6.76,47.3,13.62,5.4,72.96,13.71,7.33
GE VERNOVA T&D INDIA,CAPITAL GOODS,GVT&D,2927.0,70568.96,23.76,36.28,46.87,58.13,4292.3,5913.7,7684.21,9337.92,69.25,98.09,185.2,135.48,608.3301,929.0449000000001,1199.934,1488.114,123.19,42.27,16.44,80.69,29.84,11.93,62.45,15.8,9.18,50.36,21.61,7.56,64.5,22.42,9.56
TRANSFORMERS AND RECTIFIERS (INDIA),CAPITAL GOODS,TARIL,293.95,15206.4,7.1,11.43,16.27,19.7,2019.38,3347.17,4581.43,5507.1,41.71,92.1,,107.85,211.03000000000003,349.75,500.4,603.7,41.4,7.05,7.53,25.71,3.19,4.54,18.07,,3.32,14.92,2.73,2.76,19.57,2.96,3.54
GENUS POWER INFRASTRUCTURES,CAPITAL GOODS,GENUSPOWER,302.15,10973.33,11.2,16.15,20.85,23.6,2442.01,4077.0,5078.3,5685.9,61.5,76.6,119.75,96.8,311.3818,490.9,632.7,717.8,26.98,4.91,4.49,18.71,3.94,2.69,14.49,2.52,2.16,12.8,3.12,1.93,15.33,3.2,2.26
DIAMOND POWER INFRASTRUCTURE,CAPITAL GOODS,DIACABS,140.77,7715.38,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
TRANSRAIL LIGHTING,CAPITAL GOODS,TRANSRAILL,576.4,10147.74,,30.5,38.1,47.5,,6670.9,8235.6,9938.7,,167.6,245.2,201.7,n.a.,409.2,511.2,638,,,,18.9,3.44,1.52,15.13,2.35,1.23,12.13,2.86,1.02,15.39,2.88,1.26
GE POWER INDIA,CAPITAL GOODS,GEPIL,,2504.22,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
Average - Capital Goods Electric Equipment,NAN,NAN,,867163.48,,,,,116562.2,151708.48,186864.04,219832.2,,,,,10317.611799999999,14388.032799999999,18833.182,22867.319000000003,,,7.44,,,5.72,,,4.64,,,3.94,,,4.77
Median - Capital Goods Electric Equipment,NAN,NAN,,867163.48,,,,,116562.2,151708.48,186864.04,219832.2,,,,,10317.611799999999,14388.032799999999,18833.182,22867.319000000003,,,7.44,,,5.72,,,4.64,,,3.94,,,4.77
CAPITAL GOODS POWER,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON ENERGY,CAPITAL GOODS,SUZLON,52.59,78715.42,1.51,1.56,2.14,2.36,10851.32,17542.46,22669.28,25019.87,4.47,5.84,10.02,7.76,2071.63,2182.857,2957.873,3313.85,34.83,11.76,7.25,33.75,9.01,4.49,24.53,5.25,3.47,22.28,6.77,3.15,26.86,7.01,3.7
WAAREE ENERGIES,CAPITAL GOODS,WAAREEENER,3025.6,90525.79,68.11,116.65,149.43,143.17,14444.5,21908.03,27159.33,29809.2,329.96,448.0,820.0,645.0,1871.4099999999999,3351.1,4292.275,4115.7,44.42,9.17,6.27,25.94,6.75,4.13,20.25,3.69,3.33,21.13,4.69,3.04,22.44,5.04,3.5
PREMIER ENERGIES,CAPITAL GOODS,PREMIERENE,885.55,45158.98,21.35,28.76,38.02,40.78,6518.74,8378.24,12260.58,13163.8,63.06,90.87,173.52,130.67,937.132,1300.154,1715.3470000000002,1834.7330000000002,41.48,14.04,6.93,30.79,9.75,5.39,23.29,5.1,3.68,21.72,6.78,3.43,25.26,7.21,4.17
THERMAX,CAPITAL GOODS,THERMAX,2869.9,36851.44,56.31,68.04,84.06,103.18,10388.69,11602.38,13280.2,15193.15,438.29,476.26,618.07,540.68,634.4698999999999,776.5633,963.1906000000001,1183.123,50.97,6.55,3.55,42.18,6.03,3.18,34.14,4.64,2.77,27.82,5.31,2.43,34.71,5.33,2.79
INOX WIND,CAPITAL GOODS,INOXWIND,126.87,24653.31,2.79,5.18,7.31,8.33,3557.15,6402.8,9345.77,9813.2,57.66,47.21,55.9,56.06,461.68010000000004,846.7398,1150.66,1202.3,45.47,2.2,6.93,24.52,2.69,3.85,17.35,2.27,2.64,15.23,2.26,2.51,19.03,2.41,3.0
INOX WIND ENERGY,CAPITAL GOODS,IWEL,,12400.56,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
ACME SOLAR HOLDINGS,CAPITAL GOODS,ACMESOLAR,232.71,18352.31,4.9,7.47,10.94,22.77,1405.13,2181.87,3902.23,7069.75,74.54,82.65,115.1,93.55,273.092,447.2668,635.7,1395.867,47.49,3.12,13.06,31.17,2.82,8.41,21.27,2.02,4.7,10.22,2.49,2.6,20.89,2.44,5.24
KEC INTERNATIONAL,CAPITAL GOODS,KEC,711.0,21953.51,21.8,36.74,50.36,62.33,21846.7,25088.34,29030.53,33175.17,200.88,229.07,332.52,276.01,570.7398000000001,970.2184,1328.8129999999999,1653.993,32.61,3.54,1.0,19.35,3.1,0.88,14.12,2.14,0.76,11.41,2.58,0.66,14.96,2.61,0.76
TRIVENI TURBINE,CAPITAL GOODS,TRITURBINE,528.4,16915.99,11.28,12.13,15.09,16.45,2005.8,2214.64,2689.7,3020.15,38.27,46.04,65.7,55.96,357.2,385.1906,477.6531,523.15,46.84,13.81,8.43,43.55,11.48,7.64,35.01,8.04,6.29,32.12,9.44,5.6,36.89,9.65,6.51
KALPATARU POWER TNSM.,CAPITAL GOODS,KPIL,1151.2,21998.91,41.3,53.49,68.81,79.25,18887.91,24944.96,28845.41,29684.28,420.73,455.92,609.35,516.67,680.95,927.775,1182.538,1353.55,27.87,2.74,1.16,21.52,2.52,0.88,16.73,1.89,0.76,14.53,2.23,0.74,17.59,2.21,0.8
STERLING AND WILSON RENEWABLE ENERGY,CAPITAL GOODS,SWSOLAR,213.82,6339.37,3.49,12.4,17.9,,6301.86,7712.8,9381.45,,,,,,81.45,289.05,418.1,n.a.,61.27,,1.01,17.24,,0.82,11.95,,0.68,,,,14.59,,0.75
